returned_id,order_id,sales_id,order_status
377,2626,377,Delivered
378,2628,378,Delivered
379,2628,379,Delivered
380,2630,380,Delivered
381,2631,381,Delivered
382,2656,382,Delivered
383,2656,383,Delivered
384,2657,384,Delivered
385,2657,385,Delivered
386,2658,386,Delivered
387,2658,387,Delivered
388,2659,388,Delivered
389,2688,389,Delivered
390,2688,390,Delivered
391,2688,391,Delivered
392,2691,392,Delivered
393,2720,393,Delivered
394,2722,394,Delivered
395,2725,395,Delivered
396,2752,396,Delivered
397,2752,397,Delivered
398,2752,398,Delivered
399,2752,399,Delivered
400,2754,400,Delivered
401,2754,401,Delivered
402,2755,402,Delivered
403,2755,403,Delivered
404,2756,404,Delivered
405,2756,405,Delivered
406,2757,406,Delivered
407,2757,407,Delivered
408,2759,408,Delivered
409,2790,409,Delivered
410,2790,410,Delivered
411,2790,411,Delivered
412,2790,412,Delivered
413,2791,413,Delivered
414,2791,414,Delivered
415,2791,415,Delivered
416,2816,416,Delivered
417,2817,417,Delivered
418,2817,418,Delivered
419,2818,419,Delivered
420,2818,420,Delivered
421,2818,421,Delivered
422,2823,422,Returned
423,2823,423,Returned
424,2848,424,Delivered
425,2848,425,Delivered
426,2852,426,Delivered
427,2852,427,Delivered
428,2853,428,Delivered
429,2882,429,Delivered
430,2882,430,Delivered
431,2883,431,Delivered
432,2885,432,Delivered
433,2885,433,Delivered
434,2912,434,Delivered
435,2912,435,Delivered
436,2914,436,Delivered
437,2915,437,Returned
438,2915,438,Returned
439,2947,439,Delivered
440,2976,440,Delivered
441,2978,441,Delivered
442,2978,442,Delivered
443,2978,443,Delivered
444,3008,444,Delivered
445,3012,445,Delivered
446,3014,446,Delivered
447,3040,447,Delivered
448,3042,448,Delivered
449,3046,449,Delivered
450,3073,450,Delivered
451,3073,451,Delivered
452,3073,452,Delivered
453,3078,453,Delivered
454,3078,454,Delivered
455,3104,455,Delivered
456,3104,456,Delivered
457,3108,457,Delivered
458,3109,458,Delivered
459,3109,459,Delivered
460,3110,460,Delivered
461,3136,461,Delivered
462,3138,462,Delivered
463,3141,463,Delivered
464,3168,464,Delivered
465,3169,465,Delivered
466,3172,466,Delivered
467,3175,467,Delivered
468,3202,468,Delivered
469,3205,469,Delivered
470,3205,470,Delivered
471,3232,471,Delivered
472,3235,472,Delivered
473,3266,473,Delivered
474,3271,474,Delivered
475,3271,475,Delivered
476,3297,476,Delivered
477,3300,477,Returned
478,3328,478,Delivered
479,3331,479,Delivered
480,3332,480,Delivered
481,3333,481,Delivered
482,3333,482,Delivered
483,3361,483,Delivered
484,3361,484,Delivered
485,3362,485,Delivered
486,3362,486,Delivered
487,3363,487,Delivered
488,3393,488,Delivered
489,3393,489,Delivered
490,3395,490,Delivered
491,3395,491,Delivered
492,3395,492,Delivered
493,3395,493,Delivered
494,3397,494,Delivered
495,3397,495,Delivered
496,3456,496,Returned
497,3458,497,Delivered
498,3458,498,Delivered
499,3459,499,Delivered
500,3460,500,Delivered
501,3461,501,Delivered
502,3461,502,Delivered
503,3463,503,Delivered
504,3488,504,Delivered
505,3488,505,Delivered
506,3492,506,Delivered
507,3492,507,Delivered
508,3492,508,Delivered
509,3493,509,Delivered
510,3521,510,Delivered
511,3522,511,Delivered
512,3522,512,Delivered
513,3524,513,Delivered
514,3525,514,Returned
515,3526,515,Delivered
516,3553,516,Delivered
517,3554,517,Delivered
518,3556,518,Delivered
519,3556,519,Delivered
520,3559,520,Delivered
521,3585,521,Delivered
522,3585,522,Delivered
523,3586,523,Delivered
524,3586,524,Delivered
525,3588,525,Delivered
526,3588,526,Delivered
527,3588,527,Delivered
528,3588,528,Delivered
529,3589,529,Returned
530,3591,530,Delivered
531,3591,531,Delivered
532,3621,532,Delivered
533,3622,533,Delivered
534,3648,534,Delivered
535,3648,535,Delivered
536,3649,536,Delivered
537,3649,537,Delivered
538,3650,538,Delivered
539,3650,539,Delivered
540,3653,540,Delivered
541,3654,541,Delivered
542,3654,542,Delivered
543,3654,543,Delivered
544,3655,544,Delivered
545,3655,545,Delivered
546,3680,546,Delivered
547,3680,547,Delivered
548,3685,548,Delivered
549,3687,549,Returned
550,3745,550,Delivered
551,3746,551,Delivered
552,3746,552,Delivered
553,3749,553,Delivered
554,3750,554,Delivered
555,3777,555,Returned
556,3778,556,Delivered
557,3778,557,Delivered
558,3778,558,Delivered
559,3778,559,Delivered
560,3783,560,Returned
561,3783,561,Returned
562,3808,562,Delivered
563,3810,563,Delivered
564,3810,564,Delivered
565,3814,565,Delivered
566,3841,566,Delivered
567,3841,567,Delivered
568,3841,568,Delivered
569,3845,569,Delivered
570,3845,570,Delivered
571,3845,571,Delivered
572,3877,572,Delivered
573,3905,573,Delivered
574,3907,574,Delivered
575,3907,575,Delivered
576,3907,576,Delivered
577,3908,577,Delivered
578,3911,578,Delivered
579,3942,579,Delivered
580,3942,580,Delivered
581,3970,581,Delivered
582,3970,582,Delivered
583,3973,583,Delivered
584,4004,584,Delivered
585,4004,585,Delivered
586,4006,586,Returned
587,4007,587,Delivered
588,4007,588,Delivered
589,4033,589,Delivered
590,4033,590,Delivered
591,4034,591,Delivered
592,4034,592,Delivered
593,4037,593,Returned
594,4067,594,Delivered
595,4069,595,Delivered
596,4069,596,Delivered
597,4069,597,Delivered
598,4070,598,Delivered
599,4096,599,Delivered
600,4099,600,Delivered
601,4099,601,Delivered
602,4099,602,Delivered
603,4099,603,Delivered
604,4103,604,Delivered
605,4128,605,Delivered
606,4132,606,Delivered
607,4134,607,Delivered
608,4134,608,Delivered
609,4162,609,Delivered
610,4166,610,Delivered
611,4193,611,Delivered
612,4193,612,Delivered
613,4195,613,Delivered
614,4199,614,Delivered
615,4230,615,Returned
616,4230,616,Returned
617,4257,617,Delivered
618,4261,618,Returned
619,4261,619,Returned
620,4261,620,Returned
621,4261,621,Returned
622,4294,622,Delivered
623,4321,623,Delivered
624,4324,624,Delivered
625,4354,625,Delivered
626,4359,626,Delivered
627,4387,627,Delivered
628,4389,628,Delivered
629,4389,629,Delivered
630,4389,630,Delivered
631,4391,631,Returned
632,4416,632,Delivered
633,4422,633,Delivered
634,4422,634,Delivered
635,4451,635,Delivered
636,4454,636,Delivered
637,4455,637,Delivered
638,4487,638,Delivered
639,4512,639,Delivered
640,4514,640,Delivered
641,4515,641,Delivered
642,4516,642,Delivered
643,4545,643,Delivered
644,4545,644,Delivered
645,4550,645,Delivered
646,4578,646,Delivered
647,4578,647,Delivered
648,4578,648,Delivered
649,4579,649,Delivered
650,4580,650,Delivered
651,4581,651,Delivered
652,4583,652,Delivered
653,4610,653,Returned
654,4610,654,Returned
655,4611,655,Delivered
656,4612,656,Delivered
657,4642,657,Delivered
658,4642,658,Delivered
659,4645,659,Delivered
660,4645,660,Delivered
661,4645,661,Delivered
662,4647,662,Delivered
663,4647,663,Delivered
664,4647,664,Delivered
665,4647,665,Delivered
666,4672,666,Delivered
667,4674,667,Delivered
668,4675,668,Delivered
669,4676,669,Delivered
670,4676,670,Delivered
671,4676,671,Delivered
672,4676,672,Delivered
673,4705,673,Delivered
674,4706,674,Delivered
675,4708,675,Delivered
676,4737,676,Delivered
677,4738,677,Returned
678,4739,678,Delivered
679,4741,679,Delivered
680,4743,680,Delivered
681,4743,681,Delivered
682,4769,682,Delivered
683,4771,683,Delivered
684,4772,684,Delivered
685,4773,685,Delivered
686,4773,686,Delivered
687,4774,687,Delivered
688,4800,688,Delivered
689,4800,689,Delivered
690,4800,690,Delivered
691,4804,691,Delivered
692,4805,692,Delivered
693,4835,693,Delivered
694,4839,694,Delivered
695,4864,695,Returned
696,4870,696,Delivered
697,4871,697,Delivered
698,4871,698,Delivered
699,4896,699,Delivered
700,4896,700,Delivered
701,4896,701,Delivered
702,4931,702,Delivered
703,4931,703,Delivered
704,4932,704,Delivered
705,4935,705,Delivered
706,4960,706,Returned
707,4960,707,Returned
708,4965,708,Delivered
709,4965,709,Delivered
710,4996,710,Delivered
711,5028,711,Returned
712,5059,712,Returned
713,5061,713,Returned
714,5092,714,Delivered
715,5092,715,Delivered
716,5094,716,Delivered
717,5095,717,Delivered
718,5121,718,Delivered
719,5153,719,Delivered
720,5155,720,Delivered
721,5188,721,Delivered
722,5189,722,Returned
723,5189,723,Returned
724,5189,724,Returned
725,5217,725,Delivered
726,5217,726,Delivered
727,5221,727,Delivered
728,5222,728,Delivered
729,5251,729,Delivered
730,5254,730,Delivered
731,5281,731,Delivered
732,5281,732,Delivered
733,5283,733,Delivered
734,5284,734,Delivered
735,5316,735,Delivered
736,5317,736,Delivered
737,5317,737,Delivered
738,5317,738,Delivered
739,5318,739,Delivered
740,5318,740,Delivered
741,5346,741,Delivered
742,5346,742,Delivered
743,5346,743,Delivered
744,5347,744,Delivered
745,5347,745,Delivered
746,5347,746,Delivered
747,5350,747,Delivered
748,5350,748,Delivered
749,5378,749,Delivered
750,5381,750,Returned
751,5381,751,Returned
752,5382,752,Delivered
753,5408,753,Delivered
754,5408,754,Delivered
755,5409,755,Delivered
756,5414,756,Returned
757,5441,757,Delivered
758,5441,758,Delivered
759,5444,759,Delivered
760,5445,760,Delivered
761,5445,761,Delivered
762,5446,762,Delivered
763,5472,763,Delivered
764,5472,764,Delivered
765,5472,765,Delivered
766,5473,766,Delivered
767,5504,767,Delivered
768,5504,768,Delivered
769,5506,769,Delivered
770,5509,770,Delivered
771,5509,771,Delivered
772,5510,772,Delivered
773,5511,773,Returned
774,5511,774,Returned
775,5538,775,Delivered
776,5538,776,Delivered
777,5538,777,Delivered
778,5543,778,Delivered
779,5543,779,Delivered
780,5543,780,Delivered
781,5568,781,Delivered
782,5569,782,Delivered
783,5572,783,Delivered
784,5575,784,Delivered
785,5601,785,Delivered
786,5607,786,Delivered
787,5635,787,Delivered
788,5635,788,Delivered
789,5636,789,Delivered
790,5639,790,Delivered
791,5696,791,Delivered
792,5696,792,Delivered
793,5696,793,Delivered
794,5697,794,Delivered
795,5698,795,Delivered
796,5698,796,Delivered
797,5699,797,Returned
798,5699,798,Returned
799,5702,799,Delivered
800,5703,800,Delivered
801,5735,801,Delivered
802,5760,802,Delivered
803,5764,803,Delivered
804,5765,804,Delivered
805,5767,805,Delivered
806,5767,806,Delivered
807,5799,807,Delivered
808,5828,808,Delivered
809,5830,809,Delivered
810,5856,810,Delivered
811,5858,811,Delivered
812,5858,812,Delivered
813,5860,813,Delivered
814,5863,814,Delivered
815,5890,815,Delivered
816,5891,816,Delivered
817,5894,817,Delivered
818,5894,818,Delivered
819,5920,819,Delivered
820,5921,820,Delivered
821,5925,821,Delivered
822,5925,822,Delivered
823,5954,823,Delivered
824,5957,824,Delivered
825,5957,825,Delivered
826,5957,826,Delivered
827,5958,827,Delivered
828,5958,828,Delivered
829,5984,829,Delivered
830,5984,830,Delivered
831,5984,831,Delivered
832,5986,832,Delivered
833,5986,833,Delivered
834,5986,834,Delivered
835,5988,835,Delivered
836,5989,836,Delivered
837,5989,837,Delivered
838,5990,838,Delivered
839,6016,839,Delivered
840,6018,840,Delivered
841,6018,841,Delivered
842,6020,842,Delivered
843,6050,843,Delivered
844,6050,844,Delivered
845,6053,845,Delivered
846,6054,846,Returned
847,6054,847,Returned
848,6086,848,Delivered
849,6112,849,Delivered
850,6112,850,Delivered
851,6115,851,Delivered
852,6116,852,Delivered
853,6116,853,Delivered
854,6117,854,Delivered
855,6144,855,Delivered
856,6144,856,Delivered
857,6148,857,Delivered
858,6148,858,Delivered
859,6150,859,Delivered
860,6179,860,Delivered
861,6179,861,Delivered
862,6180,862,Delivered
863,6182,863,Delivered
864,6182,864,Delivered
865,6183,865,Delivered
866,6211,866,Delivered
867,6211,867,Delivered
868,6241,868,Returned
869,6241,869,Returned
870,6246,870,Delivered
871,6272,871,Returned
872,6272,872,Returned
873,6272,873,Returned
874,6272,874,Returned
875,6274,875,Delivered
876,6279,876,Delivered
877,6304,877,Delivered
878,6309,878,Delivered
879,6310,879,Delivered
880,6311,880,Delivered
881,6336,881,Delivered
882,6337,882,Delivered
883,6337,883,Delivered
884,6339,884,Delivered
885,6368,885,Delivered
886,6369,886,Delivered
887,6373,887,Delivered
888,6374,888,Delivered
889,6374,889,Delivered
890,6402,890,Delivered
891,6403,891,Delivered
892,6406,892,Delivered
893,6432,893,Delivered
894,6433,894,Delivered
895,6434,895,Delivered
896,6438,896,Delivered
897,6438,897,Delivered
898,6464,898,Delivered
899,6464,899,Delivered
900,6465,900,Delivered
901,6498,901,Returned
902,6500,902,Returned
903,6500,903,Returned
904,6501,904,Delivered
905,6501,905,Delivered
906,6502,906,Returned
907,6502,907,Returned
908,6529,908,Delivered
909,6531,909,Delivered
910,6531,910,Delivered
911,6535,911,Delivered
912,6560,912,Delivered
913,6560,913,Delivered
914,6562,914,Delivered
915,6564,915,Delivered
916,6566,916,Delivered
917,6592,917,Delivered
918,6592,918,Delivered
919,6596,919,Delivered
920,6625,920,Delivered
921,6656,921,Delivered
922,6656,922,Delivered
923,6661,923,Returned
924,6661,924,Returned
925,6693,925,Delivered
926,6695,926,Returned
927,6720,927,Delivered
928,6720,928,Delivered
929,6720,929,Delivered
930,6727,930,Delivered
931,6753,931,Delivered
932,6754,932,Delivered
933,6755,933,Delivered
934,6757,934,Returned
935,6757,935,Returned
936,6785,936,Delivered
937,6788,937,Delivered
938,6788,938,Delivered
939,6791,939,Delivered
940,6823,940,Delivered
941,6823,941,Delivered
942,6848,942,Delivered
943,6850,943,Delivered
944,6850,944,Delivered
945,6850,945,Delivered
946,6850,946,Delivered
947,6854,947,Delivered
948,6854,948,Delivered
949,6880,949,Delivered
950,6884,950,Delivered
951,6884,951,Delivered
952,6885,952,Delivered
953,6885,953,Delivered
954,6886,954,Delivered
955,6912,955,Delivered
956,6916,956,Delivered
957,6918,957,Delivered
958,6947,958,Delivered
959,6948,959,Delivered
960,6950,960,Delivered
961,6978,961,Returned
962,6979,962,Returned
963,6980,963,Delivered
964,6982,964,Delivered
965,6982,965,Delivered
966,6982,966,Delivered
967,7015,967,Delivered
968,7015,968,Delivered
969,7042,969,Delivered
970,7043,970,Delivered
971,7072,971,Delivered
972,7075,972,Delivered
973,7075,973,Delivered
974,7077,974,Delivered
975,7078,975,Delivered
976,7078,976,Delivered
977,7078,977,Delivered
978,7078,978,Delivered
979,7079,979,Returned
980,7079,980,Returned
981,7105,981,Delivered
982,7106,982,Delivered
983,7106,983,Delivered
984,7106,984,Delivered
985,7107,985,Returned
986,7107,986,Returned
987,7107,987,Returned
988,7110,988,Delivered
989,7136,989,Delivered
990,7136,990,Delivered
991,7142,991,Delivered
992,7169,992,Delivered
993,7169,993,Delivered
994,7171,994,Delivered
995,7171,995,Delivered
996,7174,996,Delivered
997,7175,997,Delivered
998,7203,998,Returned
999,7239,999,Delivered
1000,7267,1000,Delivered
1001,7269,1001,Returned
1002,7297,1002,Delivered
1003,7297,1003,Delivered
1004,7297,1004,Delivered
1005,7301,1005,Delivered
1006,7335,1006,Delivered
1007,7363,1007,Delivered
1008,7364,1008,Returned
1009,7367,1009,Delivered
1010,7367,1010,Delivered
1011,7398,1011,Delivered
1012,7398,1012,Delivered
1013,7427,1013,Delivered
1014,7427,1014,Delivered
1015,7429,1015,Delivered
1016,7429,1016,Delivered
1017,7430,1017,Delivered
1018,7431,1018,Delivered
1019,7457,1019,Delivered
1020,7457,1020,Delivered
1021,7458,1021,Delivered
1022,7458,1022,Delivered
1023,7458,1023,Delivered
1024,7461,1024,Delivered
1025,7461,1025,Delivered
1026,7461,1026,Delivered
1027,7462,1027,Delivered
1028,7488,1028,Delivered
1029,7489,1029,Delivered
1030,7521,1030,Returned
1031,7527,1031,Delivered
1032,7527,1032,Delivered
1033,7552,1033,Delivered
1034,7552,1034,Delivered
1035,7553,1035,Delivered
1036,7553,1036,Delivered
1037,7559,1037,Delivered
1038,7559,1038,Delivered
1039,7585,1039,Delivered
1040,7619,1040,Delivered
1041,7623,1041,Delivered
1042,7623,1042,Delivered
1043,7623,1043,Delivered
1044,7653,1044,Delivered
1045,7654,1045,Delivered
1046,7680,1046,Delivered
1047,7719,1047,Delivered
1048,7744,1048,Returned
1049,7744,1049,Returned
1050,7746,1050,Delivered
1051,7751,1051,Delivered
1052,7776,1052,Delivered
1053,7776,1053,Delivered
1054,7782,1054,Delivered
1055,7783,1055,Delivered
1056,7812,1056,Returned
1057,7812,1057,Returned
1058,7815,1058,Returned
1059,7840,1059,Delivered
1060,7841,1060,Returned
1061,7841,1061,Returned
1062,7845,1062,Returned
1063,7845,1063,Returned
1064,7846,1064,Delivered
1065,7846,1065,Delivered
1066,7846,1066,Delivered
1067,7846,1067,Delivered
1068,7878,1068,Delivered
1069,7878,1069,Delivered
1070,7878,1070,Delivered
1071,7904,1071,Delivered
1072,7905,1072,Delivered
1073,7906,1073,Delivered
1074,7909,1074,Delivered
1075,7910,1075,Delivered
1076,7910,1076,Delivered
1077,7936,1077,Delivered
1078,7936,1078,Delivered
1079,7938,1079,Delivered
1080,7938,1080,Delivered
1081,7938,1081,Delivered
1082,7941,1082,Delivered
1083,7968,1083,Delivered
1084,8000,1084,Delivered
1085,8000,1085,Delivered
1086,8001,1086,Delivered
1087,8001,1087,Delivered
1088,8005,1088,Delivered
1089,8006,1089,Delivered
1090,8007,1090,Delivered
1091,8007,1091,Delivered
1092,8033,1092,Delivered
1093,8034,1093,Returned
1094,8034,1094,Returned
1095,8034,1095,Returned
1096,8035,1096,Delivered
1097,8039,1097,Delivered
1098,8064,1098,Delivered
1099,8065,1099,Delivered
1100,8070,1100,Delivered
1101,8097,1101,Delivered
1102,8101,1102,Delivered
1103,8101,1103,Delivered
1104,8103,1104,Delivered
1105,8130,1105,Delivered
1106,8131,1106,Delivered
1107,8132,1107,Delivered
1108,8132,1108,Delivered
1109,8133,1109,Returned
1110,8135,1110,Delivered
1111,8161,1111,Delivered
1112,8162,1112,Delivered
1113,8162,1113,Delivered
1114,8162,1114,Delivered
1115,8165,1115,Delivered
1116,8167,1116,Delivered
1117,8167,1117,Delivered
1118,8195,1118,Delivered
1119,8195,1119,Delivered
1120,8195,1120,Delivered
1121,8224,1121,Delivered
1122,8227,1122,Delivered
1123,8229,1123,Delivered
1124,8229,1124,Delivered
1125,8231,1125,Delivered
1126,8231,1126,Delivered
1127,8257,1127,Delivered
1128,8257,1128,Delivered
1129,8257,1129,Delivered
1130,8258,1130,Delivered
1131,8259,1131,Delivered
1132,8288,1132,Delivered
1133,8289,1133,Delivered
1134,8290,1134,Delivered
1135,8292,1135,Returned
1136,8293,1136,Returned
1137,8293,1137,Returned
1138,8294,1138,Delivered
1139,8295,1139,Delivered
1140,8295,1140,Delivered
1141,8320,1141,Delivered
1142,8320,1142,Delivered
1143,8323,1143,Delivered
1144,8325,1144,Delivered
1145,8325,1145,Delivered
1146,8353,1146,Returned
1147,8353,1147,Returned
1148,8384,1148,Delivered
1149,8387,1149,Delivered
1150,8388,1150,Delivered
1151,8388,1151,Delivered
1152,8388,1152,Delivered
1153,8390,1153,Delivered
1154,8391,1154,Delivered
1155,8416,1155,Delivered
1156,8419,1156,Delivered
1157,8419,1157,Delivered
1158,8422,1158,Delivered
1159,8422,1159,Delivered
1160,8450,1160,Delivered
1161,8450,1161,Delivered
